Text,Emotion
reconnected friends younger feeling lot content way things happened,happy
reduce chances feeling resentful angry irritable around children become nicer around,angry
reflect past become angry feel hopeless confused sad,sad
refuse feel stressed angry well fuck would,angry
regularly find becoming emotional frustrated situation people children live get angry really feel emotional frustrated,angry
relate remember feel something impulsively reaction angry,angry
remained awake long alternately feeling joyful sad,sad
remember scene shopgirl claire danes wakes one morning suddenly feels depressed,sad
remember child feeling totally scandalized outraged found girls didnt play nfl,angry
remember back always feel like friends afraid tell something might get angry,angry
remember feeling bit angry watching didnt become apparent hiv recently god spoke told randolf spread hiv passed around students tutors lms,angry
remember feeling angry upset maybe even violated,angry
remember feeling angry,angry
remember feeling belong smart enough cool enough even young enough,neutral
remember feeling innocent looked day,neutral
remember feeling happy sad time,sad
remember feeling helpless angry frustrated,angry
remember feeling impatient endless convoluted fairy tale told throughout book,neutral
remember feeling outraged core read particularly heinous series articles friday times else paper,angry
remember feeling really homesick sad first nights trip cried lot london later got know really cool people bus blast exploring france austria germany switzerland venice,sad
remember feeling really sad couldnt remember giving birth child,sad
remember feeling discouraged worried would never able get back well,angry
remember feeling melancholy january st apparent reason,sad
remember feeling terrified ever felt entire life still affecting ive never thought accounted trauma,neutral
remember feeling utterly content stood impossibly long line outside towson theater bob burgess see saturday afternoon screening star wars,happy
remember feeling discouraged drive search new job,angry
remember feel sadness melancholy remorse,sad
remember particular one new years day high school feeling tragic melancholy generally fifteen year old girl ish,sad
remember friend dips telling many ticks survive eggs may hatch many reach adulthood really feeling content,happy
remember last fall boston didnt know time would last fall struggling something time feeling depressed whatever,sad
remember tearing around house halls rooms watching get bare listening father angry injustice remember everything feeling violent like house getting raped couldnt save,angry
remember beauty truly eye beholder people see beautiful compliment statement valuable find person people want kick someone feeling vulnerable,neutral
remember trapped feeling thankful freedom work outside want delay work hours enjoy beautiful sunshine,happy
remember day phone fri shannon telling cried feeling truly happy,happy
remember giddy feeling contented good fortune lucky lucky safe cozy home watching fabulous man head day knowing coming home hours,happy
remember wandering back road father sitting throne watching trees whiz feeling rumble bike beneath us like contented giant cat,happy
remembered going home large hole pocket nothing accomplished adding lots unnecessary weight making friend ill never talk feeling really contented,happy
replied enjoy lt perhaps better discuss face face feel like royally fucked,happy
resent much feel needlessly unreasonably angry whenever around slightest idiosyncrasies make sick,angry
resolve truly thankful holiday start noticing many things good opposed feeling discontent uneasy,happy
